name,startDate,endDate,city,state,image,icon,website
ScarletHacks,2017-11-11,2017-11-12,Chicago,IL,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/739/thumb/ScarletHacks_300x300_MLH_%281%29.png?1503935880,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/739/thumb/ScarletHacks_100x100_MLH_%281%29.png?1503935880,http://scarlethacks.com/
HackUSU,2017-11-17,2017-11-18,Logan,UT,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/783/thumb/hackusu_splash.jpg?1507733084,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/783/thumb/HackUSUEvent_logo.png?1507733080,https://hackusuevents.org/
Hack Western,2017-11-17,2017-11-19,London,ON,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/769/thumb/Hack_Western_4__Splash_.png?1505931647,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/769/thumb/Hack_Western_4__Logo_.png?1505931645,https://hackwestern.com/
Hack River Dell,2017-11-18,2017-11-19,Oradell,NJ,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/726/thumb/HackRiverDell17_mlh_bg.png?1503070085,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/726/thumb/HackRiverDell17_mlh_logo.png?1503070082,http://hackriverdell.com/
HackWITus,2017-11-18,2017-11-19,Boston,MA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/771/thumb/wit_splash.png?1505932956,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/771/thumb/wit_logo.jpg?1505932955,http://hackwit.us/
Tecmihacks,2017-11-18,2017-11-19,Monterrey,MX,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/770/thumb/tecmilogo.png?1505932854,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/770/thumb/tecmilogo.png?1505932854,http://www.tecmihacks.com/
YHack,2017-12-01,2017-12-03,New Haven,CT,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/808/thumb/yhacksplash.jpg?1510248961,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/808/thumb/yhack.png?1510271190,https://www.yhack.org/
Local Hack Day,2017-12-02,2017-12-02,Everywhere,Worldwide,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/804/thumb/lhdsplash.png?1510005074,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/804/thumb/lhdlogo.png?1510005074,https://localhackday.mlh.io/
UHack,2017-12-02,2017-12-03,Miami,FL,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/725/thumb/intro.jpg?1502746843,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/725/thumb/u.png?1502746842,http://uhackis.life/
hackMCST,2017-12-09,2017-12-10,Denville,NJ,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/791/thumb/hackmcst_splash.jpg?1508361465,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/791/thumb/hackMCST_logo_100x100.png?1508361465,http://hackmcst.tech/
DragonHacks 2018,2018-01-06,2018-01-07,Philadelphia,PA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/813/thumb/dragon_splash.png?1510683217,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/813/thumb/dragonhacks_logo.png?1510683216,http://dragonhacks.io/
Hack Arizona,2018-01-12,2018-01-14,Tucson,AZ,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/793/thumb/arizona_splash.jpg?1509064267,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/793/thumb/arizona_logo.png?1509064266,http://hackarizona.org/
HackFRee,2018-01-13,2018-01-14,Manalapan,NJ,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/798/thumb/HACKFREE_300X300.png?1509490924,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/798/thumb/HACKFREE_100X100.png?1509490924,http://www.hackfree.info/
nwHacks,2018-01-13,2018-01-14,Vancouver,BC,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/799/thumb/nwhacks_splash.png?1509491135,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/799/thumb/nwhcks_logo.png?1509491135,https://www.nwhacks.io/
CruzHacks,2018-01-19,2018-01-21,Santa Cruz,CA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/816/thumb/cruzhacks_splash.png?1510690738,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/816/thumb/cruzhacks_logo.png?1510690738,https://cruzhacks.com/
PennApps,2018-01-19,2018-01-21,Philadelphia,PA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/847/thumb/PennSplash_%281%29.png?1515092406,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/847/thumb/PennAppsLogo__1_.png?1515092406,http://2018w.pennapps.com/
SB Hacks IV,2018-01-19,2018-01-21,Santa Barbara,CA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/825/thumb/sb_hacks_splash.jpg?1512078930,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/825/thumb/sb_hacks_logo.png?1512078930,https://www.sbhacks.com/
SpartaHack IV,2018-01-19,2018-01-21,East Lansing,MI,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/832/thumb/sparta_splash.png?1512593607,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/832/thumb/Sparta_logo.png?1512593607,https://18.spartahack.com/
SwampHacks,2018-01-19,2018-01-21,Gainesville,FL,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/795/thumb/swamphacks_splash.png?1509110960,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/795/thumb/swamphacks.png?1509110960,http://2018.swamphacks.com/
U of T Hacks,2018-01-19,2018-01-21,Toronto,Canada,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/807/thumb/MLHSplash300X300.png?1510169727,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/807/thumb/MLH_UoftHacks_Logo_100x100.png?1510169726,https://uofthacks.com/
Hackatown 2018,2018-01-20,2018-01-21,Montreal,QC,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/824/thumb/alex-jodoin-140654.jpg?1512078641,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/824/thumb/hackatown_logo1000x10000.png?1512078641,https://hackatown.io/en
HackDavis,2018-01-20,2018-01-21,Davis,CA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/817/thumb/hack_davis_splash.png?1511879421,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/817/thumb/hackdavis_logo.png?1510690999,http://hackdavis.io/
Fashion / Tech Hackathon,2018-01-26,2018-01-28,Kent,OH,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/818/thumb/fashion_tech_splash.png?1510691235,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/818/thumb/fashion_tech_logo.png?1510691235,http://www.fashiontechhackathon.com/
Hoya Hacks,2018-01-26,2018-01-28,Washington,DC,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/801/thumb/mlh_splash-01.png?1509542369,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/801/thumb/hoyahacks_appdog-01.png?1509542369,http://www.hoyahacks.com/
SheHacks,2018-01-26,2018-01-28,Boston,MA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/774/thumb/MLH_Splash.jpg?1506548035,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/774/thumb/sheHacksboston_logo_100px_%281%29.jpg?1506548034,http://shehacks.io/
BrickHack,2018-01-27,2018-01-28,Rochester,NY,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/845/thumb/brickhack_splash.jpg?1515009379,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/845/thumb/brickhack_logo.png?1515009378,https://brickhack.io/
ConUHacks,2018-01-27,2018-01-28,Montreal,QC,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/751/thumb/SPLASH_IMG_2018_MLH.png?1504810407,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/751/thumb/CONUHACKS_LOGO_2017_MLH.png?1504810406,https://conuhacks.io/
DeltaHacks IV,2018-01-27,2018-01-28,Hamilton,ON,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/796/thumb/delta_splash.jpg?1509118107,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/796/thumb/delta_logo.png?1509118107,http://deltahacks.com/
Devil Hack 1.01,2018-01-27,2018-01-28,Gurnee,IL,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/810/thumb/devilsplash.jpg?1510607543,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/810/thumb/Devil_Pixelslogo.jpg?1510607543,https://www.d121.org/Page/408
MinneHack,2018-01-27,2018-01-28,Minneapolis,MN,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/819/thumb/MinneHack_2018_MLH_Splash.png?1510694364,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/819/thumb/MH_Logo.png?1510694363,http://minnehack.io/
PixelHacks II,2018-01-27,2018-01-28,San Mateo,CA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/794/thumb/pixel_splash.png?1509110034,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/794/thumb/pixel_logo.png?1509110034,http://pixelhacks.com/
TAMUhack,2018-01-27,2018-01-28,College Station,TX,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/821/thumb/tamuhack_splash.png?1510937192,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/821/thumb/tamuhack_logo.png?1510937191,http://tamuhack.com/
Elle Hacks,2018-02-02,2018-02-04,Toronto,ON,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/826/thumb/ellehacks_MLH-Splash-4.jpg?1512079210,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/826/thumb/ellehacks_MLH-LOGO.png?1512079210,http://ellehacks.com/
MangoHacks,2018-02-02,2018-02-04,Miami,FL,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/844/thumb/mango_splash.png?1515009249,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/844/thumb/mango_logo.png?1515009247,http://mangohacks.com/
Pitt Challenge,2018-02-02,2018-02-03,Pittsburgh,PA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/814/thumb/pitt-challenge_splash_300x300.png?1510692323,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/814/thumb/pitt-challenge_100x100.png?1510692323,http://pittchallenge.com/
QHacks,2018-02-02,2018-02-04,Kingston,ON,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/822/thumb/QHacksMLHSplash.png?1510937382,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/822/thumb/QHacksMLHLogo.png?1510937382,http://qhacks.io/
HackPoly,2018-02-03,2018-02-04,Pamona,CA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/869/thumb/hackpolysplash.jpg?1517522255,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/869/thumb/HPdesign1.jpg?1517522254,http://hackpoly.com/
Hack the Hammer,2018-02-03,2018-02-04,Hamilton,ON,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/834/thumb/innovation-exterior.png?1513116744,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/834/thumb/ORANGE_ON_BLUE__1_.png?1513116743,http://hackthehammer.com/
MakeHarvard ,2018-02-03,2018-02-04,Boston,MA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/811/thumb/makeharvardsplash.jpg?1510676164,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/811/thumb/Make_Harvard_Logo_Better.jpg?1510676163,http://makeharvard.io/
McHacks V,2018-02-03,2018-02-04,Montreal,Canada,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/809/thumb/mchackmlh_splash_300.png?1510498820,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/809/thumb/mchackbird_logo_100.png?1510498820,https://mchacks.ca/
SLO Hacks,2018-02-03,2018-02-04,San Luis Obispo,CA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/852/thumb/MLH_Splash.png?1515683598,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/852/thumb/MLH_Logo.png?1515683598,https://www.slohacks.com/
Pearl Hacks 2018,2018-02-09,2018-02-11,Chapel Hill,NC,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/854/thumb/rsz_screen_shot_2017-12-24_at_120357_pm.png?1515684206,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/854/thumb/pearl_hacks_thumbnail.png?1515684205,http://www.pearlhacks.com/
DerbyHacks 3,2018-02-10,2018-02-11,Louisville,KY,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/815/thumb/derbyhacks_splash.jpg?1510690346,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/815/thumb/derbyhacks_logo.png?1510690346,http://derbyhacks.io/
T9Hacks,2018-02-10,2018-02-11,Boulder,CO,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/850/thumb/t9_splash.png?1515448934,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/850/thumb/t9_logo.png?1515448934,http://www.t9hacks.org/
Uncommon Hacks,2018-02-10,2018-02-11,Chicago,IL,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/843/thumb/uncommonsplash.png?1514921017,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/843/thumb/uncommonlogo_padded_100px_dark.png?1514921017,https://uncommonhacks.com/
WiCHacks,2018-02-10,2018-02-11,Rochester,NY,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/851/thumb/mlh-season-splash.png?1515449406,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/851/thumb/mlh-season-wic_hacks_logo.jpg?1515449406,https://wichacks.io/
Hack @ CEWIT,2018-02-16,2018-02-18,Stony Brook,NY,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/831/thumb/cewit_splash.png?1512577728,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/831/thumb/cewit_logo.png?1512577728,http://hack.cewit.org/
HackCWRU V   ,2018-02-16,2018-02-18,Cleveland,OH,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/866/thumb/25360127_10209945952381182_634782799_n_%281%29.jpg?1516899984,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/866/thumb/hackCWRULogo100x100_%281%29.png?1516899984,http://hack.cwru.edu/
Treehacks,2018-02-16,2018-02-18,Stanford,CA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/853/thumb/Treehacks-Logo-NoText-300-300-02.png?1515683901,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/853/thumb/treehacks-red-logo-no-text-100x100ish.png?1515683900,http://www.treehacks.com/
VTHacks V,2018-02-16,2018-02-18,Blacksburg,VA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/856/thumb/MLH300x300.png?1515709124,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/856/thumb/VTHacks100x100.png?1515709124,https://vthacks.com
uOttaHack,2018-02-17,2018-02-18,Ottawa,ON,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/830/thumb/mlhSplash.jpg?1512514155,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/830/thumb/e.png?1512514154,https://web.archive.org/web/20180304233852/https://uottahack.com/
Hack the Valley,2018-02-23,2018-02-25,Toronto,ON,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/732/thumb/splash2.png?1503503503,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/732/thumb/htv_logo_100.png?1503503503,https://hackvalley2.com/
AthenaHacks,2018-02-24,2018-02-25,Los Angeles,CA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/792/thumb/athena_splash.png?1509063263,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/792/thumb/athena_logo.png?1509063263,http://athenahacks.com/
HackCU IV,2018-02-24,2018-02-25,Boulder,CO,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/848/thumb/hackcu_banner.jpg?1515168910,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/848/thumb/hackcu_logo_small.png?1515168910,https://hackcu.org/
MAKECU,2018-02-24,2018-02-25,New York,NY,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/837/thumb/makecu_splash.jpg?1513119788,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/837/thumb/makecu_logo.png?1513119788,https://www.makecu.org/
ProfHacks 2018,2018-02-24,2018-02-25,Glassboro,NJ,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/849/thumb/prof_splash.png?1515447283,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/849/thumb/prof_logo.png?1515447283,http://profhacks.com/
SteelHacks,2018-02-24,2018-02-25,Pittsburgh,PA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/820/thumb/steelhacks_splash_chromatic_300_x_300.jpg?1510695950,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/820/thumb/steelhacks_layered_more_100_x_100.png?1510695950,http://steelhacks.com/
HackFSU,2018-03-02,2018-03-04,Tallahassee,FL,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/691/thumb/mlh-splash__recovered__1024.png?1500055957,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/691/thumb/mlh-logo.png?1500055957,https://www.hackfsu.com/
Hacktech,2018-03-02,2018-03-04,Pasadena,CA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/835/thumb/MLH_300px.png?1513119491,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/835/thumb/Hacktech_100px.png?1513119487,http://hacktech.io/
CrimsonCode,2018-03-03,2018-03-04,Pullman,WA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/873/thumb/pullman-wa.jpg?1518130274,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/873/thumb/crimsoncode-logo.png?1518130274,http://hackathon.eecs.wsu.edu/
Disrupt The District  ,2018-03-03,2018-03-04,Washington,D.C,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/855/thumb/disrputdsitrict.png?1515684771,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/855/thumb/dtd.png?1515686191,http://disruptdc.io/
Hacklahoma,2018-03-03,2018-03-04,Norman,OK,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/695/thumb/OK300x300splash.png?1500345654,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/695/thumb/OK100x100.png?1500345654,https://www.hacklahoma.org/
RevolutionUC,2018-03-03,2018-03-04,Cincinnati,OH,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/839/thumb/revuc_splash.png?1513190421,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/839/thumb/revuc_logo.png?1513190420,https://revolutionuc.com/
StarterHacks,2018-03-03,2018-03-04,Waterloo,ON,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/857/thumb/sh-mlh_splash.jpg?1516305915,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/857/thumb/sh-mlh_logo.jpg?1516305915,https://starterhacks.ca/
HackTJ,2018-03-10,2018-03-11,Alexandria,VA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/748/thumb/HackTJ_Splash_300.png?1504719771,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/748/thumb/HackTJ_Logo_100.png?1504719770,https://hacktj.org/
SF Hacks,2018-03-17,2018-03-18,San Francisco,CA,https://s3.amazonaws.com/assets.mlh.io/events/splashes/000/000/838/thumb/sf_hacks_splash.png?1513119897,https://s3.amazonaws.com/assets.mlh.io/events/logos/000/000/838/thumb/sf_hacks_logo.png?1513119897,http://sfhacks.io/
